gaussian_id,mean_x,mean_y,mean_z,scale_x,scale_y,scale_z,max_scale,min_scale,mean_scale,anisotropy,volume_proxy,opacity,distance_to_scene_center,color_or_sh_norm,rotation_q0,rotation_q1,rotation_q2,rotation_q3
26,0.24363593757152557,-0.02456856146454811,-0.0707193985581398,0.0038586168084293604,0.00011094882938778028,0.003663910087198019,0.0038586168084293604,0.00011094882938778028,0.0025444919083383866,34.77834628559265,1.568552949292024e-09,0.9996013045310974,0.3013626790927464,0.3197768032550812,0.08425252884626389,0.8225119709968567,-0.6818156242370605,-0.04267782345414162
27,0.3180357813835144,0.03142468258738518,-0.17747260630130768,0.00041108502773568034,0.0002807183482218534,0.0010030764387920499,0.0010030764387920499,0.0002807183482218534,0.0005649599382498612,3.573248578676135,1.1575412826315838e-10,0.9999231100082397,0.41873816748970527,0.014550408348441124,-0.4457288682460785,-0.582282543182373,0.42284199595451355,-0.5624263286590576
28,0.2800268828868866,-0.06832347810268402,-0.07463167607784271,0.0008970115450210869,0.001108622644096613,0.0017884507542476058,0.0017884507542476058,0.0008970115450210869,0.0012646949811217685,1.993787888432989,1.7785200431070953e-09,0.9817039370536804,0.3401409933141775,1.159704566001892,0.5989730358123779,0.3627595603466034,-0.24607105553150177,-0.6909419298171997
29,0.277189165353775,-0.06210624426603317,-0.06945449113845825,0.0015986255602911115,0.0001664384762989357,0.0002951282949652523,0.0015986255602911115,0.0001664384762989357,0.0006867307771850998,9.604903840983637,7.852561251702057e-11,0.9999897480010986,0.3350031125650573,0.9430113434791565,0.5507003664970398,-0.30830860137939453,0.5018088221549988,0.5948957204818726
30,0.205116868019104,0.03516771271824837,0.0017778819892555475,0.0003704944683704525,3.952242332161404e-05,0.00027890829369425774,0.0003704944683704525,3.952242332161404e-05,0.0002296417284621081,9.374285209071083,4.0840093009234976e-12,0.9993576407432556,0.25192981632807643,0.9742461442947388,0.7059690356254578,0.39970535039901733,0.09826962649822235,0.6694939136505127
31,0.23575875163078308,0.4837753176689148,0.23051632940769196,6.39432473690249e-05,0.0012618642067536712,0.002393049653619528,0.002393049653619528,6.39432473690249e-05,0.0012396190359140746,37.424587459703496,1.9308966085484814e-10,0.868040144443512,0.6062413952055149,0.5329024195671082,-0.4839884340763092,-0.260793536901474,-0.4764719605445862,-0.8607850074768066
32,0.24227765202522278,-0.025555884465575218,0.0033707779366523027,0.0037024335470050573,0.002221326809376478,9.979877359000966e-05,0.0037024335470050573,9.979877359000966e-05,0.0020078530433238484,37.09898843261626,8.207765404281842e-10,0.9155758023262024,0.28220297274266526,0.8466607332229614,0.1568991243839264,-0.6603432893753052,-0.330422967672348,0.6615692973136902
33,0.6759237051010132,0.5014786124229431,0.09776174277067184,0.00408479617908597,0.00308699207380414,0.0019104580860584974,0.00408479617908597,0.0019104580860584974,0.0030274154463162026,2.138123944667842,2.4090367190457417e-08,0.9994342923164368,0.8868792256011476,0.28900209069252014,-0.2993597984313965,0.6736152768135071,0.20709414780139923,-0.6807544827461243
34,0.24830442667007446,0.47342777252197266,0.23063156008720398,0.00041841171332634985,0.0026363530196249485,0.0031688292510807514,0.0031688292510807514,0.00041841171332634985,0.0020745313280106834,7.573471655199935,3.495475288012041e-09,0.9998239874839783,0.6035338047265157,0.3594147264957428,0.08585520833730698,-0.33733779191970825,0.9882567524909973,0.3032439947128296
35,0.8620660305023193,-0.3476094603538513,-0.06954917311668396,0.0002120944409398362,0.0040900856256484985,0.003453625598922372,0.0040900856256484985,0.0002120944409398362,0.0025852685551702357,19.28426604452454,2.9959664139729637e-09,0.9856628775596619,0.9632056258668683,0.5818121433258057,0.8052395582199097,-0.3468550741672516,-0.5990369915962219,-0.21149104833602905
